rep,strategy,workload,team,namespace,prompt,model,provider,real,in_tokens,out_tokens,cost_eur,latency_ms,quality_1to5,reroute
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-02,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-03,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-04,selfhosted-eu-llama,onprem-fr,false,30,80,0.000006,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-05,selfhosted-eu-llama,onprem-fr,false,26,80,0.000005,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-06,selfhosted-eu-llama,onprem-fr,false,43,80,0.000006,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-07,selfhosted-eu-llama,onprem-fr,false,30,80,0.000006,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-08,selfhosted-eu-llama,onprem-fr,false,15,80,0.000005,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-09,selfhosted-eu-llama,onprem-fr,false,29,80,0.000005,700,3.96,true
7,B3-least-cost,W4-Analytical-Agent,analytics,agent,w4-10,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-01,gpt-4.1-nano,openai-us,true,40,28,0.000015,511,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-02,gpt-4.1-nano,openai-us,true,41,28,0.000015,574,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-03,gpt-4.1-nano,openai-us,true,33,70,0.000031,804,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-04,gpt-4.1-nano,openai-us,true,32,183,0.000076,1115,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-05,gpt-4.1-nano,openai-us,true,29,66,0.000029,697,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-06,gpt-4.1-nano,openai-us,true,34,76,0.000034,616,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-07,gpt-4.1-nano,openai-us,true,35,177,0.000074,1055,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-08,gpt-4.1-nano,openai-us,true,31,119,0.000051,1045,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-09,gpt-4.1-nano,openai-us,true,34,37,0.000018,469,5.00,true
7,B4-static-policy,W1-HR-Chatbot,hr,hr,w1-10,gpt-4.1-nano,openai-us,true,37,50,0.000024,744,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o-mini,openai-us,true,60,11,0.000016,476,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o-mini,openai-us,true,57,13,0.000016,654,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o-mini,openai-us,true,49,9,0.000013,559,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o-mini,openai-us,true,60,59,0.000044,987,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o-mini,openai-us,true,44,7,0.000011,566,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o-mini,openai-us,true,48,21,0.000020,925,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o-mini,openai-us,true,48,9,0.000013,965,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o-mini,openai-us,true,53,11,0.000015,479,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o-mini,openai-us,true,52,9,0.000013,603,5.00,true
7,B4-static-policy,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o-mini,openai-us,true,52,31,0.000026,859,5.00,true
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-01,gpt-4o,openai-us,true,45,57,0.000682,763,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,86,0.000943,898,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o,openai-us,true,48,241,0.002530,1970,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-04,gpt-4o,openai-us,true,35,29,0.000378,612,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-05,gpt-4o,openai-us,true,39,235,0.002448,1823,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,68,0.000758,820,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o,openai-us,true,51,201,0.002138,1393,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-08,gpt-4o,openai-us,true,40,155,0.001650,1177,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-09,gpt-4o,openai-us,true,32,23,0.000310,556,5.00,false
7,B4-static-policy,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,60,0.000698,770,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o,openai-us,true,53,3,0.000162,372,1.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,12,0.000240,441,3.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o,openai-us,true,43,1,0.000118,399,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o,openai-us,true,45,148,0.001592,1027,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o,openai-us,true,55,12,0.000258,506,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o,openai-us,true,79,256,0.002757,1980,4.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,428,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o,openai-us,true,29,2,0.000092,347,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o,openai-us,true,47,1,0.000128,560,5.00,false
7,B4-static-policy,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o,openai-us,true,60,202,0.002170,1630,3.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-01,gpt-4o,openai-us,true,40,49,0.000590,746,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o,openai-us,true,41,34,0.000443,887,3.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o,openai-us,true,33,64,0.000722,834,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-04,gpt-4o,openai-us,true,32,256,0.002640,1814,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-05,gpt-4o,openai-us,true,29,256,0.002632,2225,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-06,gpt-4o,openai-us,true,34,82,0.000905,851,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o,openai-us,true,35,194,0.002027,2081,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o,openai-us,true,31,256,0.002637,2360,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-09,gpt-4o,openai-us,true,34,147,0.001555,1487,5.00,false
7,B5-budget-hard-block,W1-HR-Chatbot,hr,hr,w1-10,gpt-4o,openai-us,true,37,74,0.000833,894,3.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o,openai-us,true,60,11,0.000260,439,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o,openai-us,true,57,13,0.000272,597,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o,openai-us,true,49,9,0.000213,484,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o,openai-us,true,60,56,0.000710,943,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o,openai-us,true,44,7,0.000180,535,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o,openai-us,true,48,26,0.000380,704,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o,openai-us,true,48,9,0.000210,404,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o,openai-us,true,53,11,0.000242,396,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o,openai-us,true,52,9,0.000220,454,5.00,false
7,B5-budget-hard-block,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o,openai-us,true,52,30,0.000430,779,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-01,gpt-4o,openai-us,true,45,51,0.000623,996,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,93,0.001012,955,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o,openai-us,true,48,225,0.002370,2191,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-04,gpt-4o,openai-us,true,35,50,0.000588,809,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-05,gpt-4o,openai-us,true,39,242,0.002517,1721,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,72,0.000798,1001,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o,openai-us,true,51,204,0.002168,1457,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-08,gpt-4o,openai-us,true,40,164,0.001740,1103,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-09,gpt-4o,openai-us,true,32,23,0.000310,488,5.00,false
7,B5-budget-hard-block,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,64,0.000737,723,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o,openai-us,true,53,3,0.000162,460,1.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,12,0.000240,448,3.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o,openai-us,true,43,1,0.000118,395,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o,openai-us,true,45,140,0.001512,972,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o,openai-us,true,55,13,0.000267,504,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o,openai-us,true,79,256,0.002757,1791,4.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,382,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o,openai-us,true,29,2,0.000092,352,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o,openai-us,true,47,1,0.000128,491,5.00,false
7,B5-budget-hard-block,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o,openai-us,true,60,256,0.002710,1800,4.00,false
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-01,gpt-4o-mini,openai-us,true,40,37,0.000028,774,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o-mini,openai-us,true,41,32,0.000025,921,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o-mini,openai-us,true,33,65,0.000044,1448,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-04,gpt-4o-mini,openai-us,true,32,254,0.000157,3445,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-05,gpt-4o-mini,openai-us,true,29,94,0.000061,1393,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-06,gpt-4o-mini,openai-us,true,34,103,0.000067,1684,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o-mini,openai-us,true,35,148,0.000094,2588,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o-mini,openai-us,true,31,164,0.000103,2353,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-09,gpt-4o-mini,openai-us,true,34,178,0.000112,3169,5.00,true
7,B6-ours,W1-HR-Chatbot,hr,hr,w1-10,gpt-4o-mini,openai-us,true,37,50,0.000036,1121,4.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o-mini,openai-us,true,60,11,0.000016,474,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o-mini,openai-us,true,57,12,0.000016,689,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o-mini,openai-us,true,49,9,0.000013,528,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o-mini,openai-us,true,60,48,0.000038,912,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o-mini,openai-us,true,44,7,0.000011,595,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o-mini,openai-us,true,48,20,0.000019,893,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o-mini,openai-us,true,48,10,0.000013,741,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o-mini,openai-us,true,53,11,0.000015,752,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o-mini,openai-us,true,52,9,0.000013,526,5.00,true
7,B6-ours,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o-mini,openai-us,true,52,30,0.000026,852,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-01,mistral-large,mistral-eu,true,41,64,0.000466,628,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-02,mistral-large,mistral-eu,true,28,199,0.001250,2511,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-03,mistral-large,mistral-eu,true,42,256,0.001620,2496,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-04,mistral-large,mistral-eu,true,29,256,0.001594,2442,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-05,mistral-large,mistral-eu,true,33,207,0.001308,2059,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-06,mistral-large,mistral-eu,true,27,84,0.000558,902,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-07,mistral-large,mistral-eu,true,47,256,0.001630,2216,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-08,mistral-large,mistral-eu,true,35,108,0.000718,1380,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-09,mistral-large,mistral-eu,true,28,33,0.000254,624,5.00,true
7,B6-ours,W3-Dev-Assistant,platform,dev,w3-10,mistral-large,mistral-eu,true,34,60,0.000428,1161,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o-mini,openai-us,true,53,3,0.000010,751,1.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o-mini,openai-us,true,48,13,0.000015,633,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o-mini,openai-us,true,43,1,0.000007,376,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o-mini,openai-us,true,45,135,0.000088,2110,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o-mini,openai-us,true,55,24,0.000023,756,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o-mini,openai-us,true,79,256,0.000165,3183,4.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o-mini,openai-us,true,47,6,0.000011,482,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o-mini,openai-us,true,29,2,0.000006,657,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o-mini,openai-us,true,47,2,0.000008,426,5.00,true
7,B6-ours,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o-mini,openai-us,true,60,256,0.000163,4194,5.00,true
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-01,gpt-4o,openai-us,true,40,37,0.000470,665,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o,openai-us,true,41,35,0.000452,897,3.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o,openai-us,true,33,75,0.000832,903,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-04,gpt-4o,openai-us,true,32,256,0.002640,1879,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-05,gpt-4o,openai-us,true,29,232,0.002393,1833,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-06,gpt-4o,openai-us,true,34,103,0.001115,1046,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o,openai-us,true,35,188,0.001968,1678,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o,openai-us,true,31,256,0.002637,1906,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-09,gpt-4o,openai-us,true,34,156,0.001645,1336,5.00,false
8,B1-premium-static,W1-HR-Chatbot,hr,hr,w1-10,gpt-4o,openai-us,true,37,79,0.000882,984,3.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o,openai-us,true,60,16,0.000310,456,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-02,gpt-4o,openai-us,true,57,13,0.000272,471,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4o,openai-us,true,49,9,0.000213,499,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o,openai-us,true,60,57,0.000720,669,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o,openai-us,true,44,7,0.000180,396,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-06,gpt-4o,openai-us,true,48,14,0.000260,514,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4o,openai-us,true,48,9,0.000210,487,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o,openai-us,true,53,11,0.000242,443,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o,openai-us,true,52,9,0.000220,455,5.00,false
8,B1-premium-static,W2-RAG-Docs,knowledge,rag,w2-10,gpt-4o,openai-us,true,52,30,0.000430,747,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-01,gpt-4o,openai-us,true,45,54,0.000652,690,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,113,0.001213,1083,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o,openai-us,true,48,189,0.002010,1464,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-04,gpt-4o,openai-us,true,35,29,0.000378,549,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-05,gpt-4o,openai-us,true,39,256,0.002657,1887,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,66,0.000737,746,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o,openai-us,true,51,216,0.002288,1451,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-08,gpt-4o,openai-us,true,40,131,0.001410,970,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-09,gpt-4o,openai-us,true,32,23,0.000310,562,5.00,false
8,B1-premium-static,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,65,0.000748,905,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4o,openai-us,true,53,3,0.000162,380,1.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,12,0.000240,420,3.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o,openai-us,true,43,1,0.000118,400,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-04,gpt-4o,openai-us,true,45,155,0.001662,1207,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-05,gpt-4o,openai-us,true,55,13,0.000267,383,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4o,openai-us,true,79,222,0.002418,1422,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,402,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o,openai-us,true,29,2,0.000092,653,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-09,gpt-4o,openai-us,true,47,2,0.000137,491,5.00,false
8,B1-premium-static,W4-Analytical-Agent,analytics,agent,w4-10,gpt-4o,openai-us,true,60,256,0.002710,1528,4.00,false
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-01,gpt-4.1-nano,openai-us,true,40,45,0.000022,681,5.00,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-02,gpt-4o,openai-us,true,41,35,0.000452,883,3.00,false
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-03,gpt-4o-mini,openai-us,true,33,69,0.000046,1487,5.00,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-04,mistral-large,mistral-eu,true,27,256,0.001590,1760,5.00,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-05,selfhosted-eu-llama,onprem-fr,false,25,80,0.000005,700,3.96,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-06,gpt-4.1-nano,openai-us,true,34,84,0.000037,672,5.00,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-07,gpt-4o,openai-us,true,35,254,0.002627,1619,5.00,false
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-08,gpt-4o-mini,openai-us,true,31,163,0.000102,2510,5.00,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-09,mistral-large,mistral-eu,true,28,123,0.000794,1058,5.00,true
8,B2-round-robin,W1-HR-Chatbot,hr,hr,w1-10,selfhosted-eu-llama,onprem-fr,false,32,80,0.000006,700,3.96,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-01,gpt-4o-mini,openai-us,true,60,11,0.000016,491,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-02,mistral-large,mistral-eu,true,55,15,0.000200,287,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-03,gpt-4.1-nano,openai-us,true,49,8,0.000008,637,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-04,gpt-4o,openai-us,true,60,52,0.000670,795,5.00,false
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-05,gpt-4o-mini,openai-us,true,44,7,0.000011,863,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-06,mistral-large,mistral-eu,true,46,37,0.000314,377,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-07,gpt-4.1-nano,openai-us,true,48,9,0.000008,375,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-08,gpt-4o,openai-us,true,53,11,0.000242,408,5.00,false
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-09,gpt-4o-mini,openai-us,true,52,9,0.000013,551,5.00,true
8,B2-round-robin,W2-RAG-Docs,knowledge,rag,w2-10,mistral-large,mistral-eu,true,50,37,0.000322,346,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-01,gpt-4.1-nano,openai-us,true,45,51,0.000025,537,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-02,gpt-4o,openai-us,true,33,108,0.001162,1355,5.00,false
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-03,gpt-4o-mini,openai-us,true,48,256,0.000161,3634,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-04,mistral-large,mistral-eu,true,29,244,0.001522,1770,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-05,gpt-4.1-nano,openai-us,true,39,176,0.000074,1540,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-06,gpt-4o,openai-us,true,31,71,0.000788,829,5.00,false
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-07,gpt-4o-mini,openai-us,true,51,255,0.000161,6314,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-08,mistral-large,mistral-eu,true,35,109,0.000724,761,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-09,gpt-4.1-nano,openai-us,true,32,24,0.000013,495,5.00,true
8,B2-round-robin,W3-Dev-Assistant,platform,dev,w3-10,gpt-4o,openai-us,true,39,54,0.000638,731,5.00,false
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-01,gpt-4.1-nano,openai-us,true,53,3,0.000007,392,1.00,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-02,gpt-4o,openai-us,true,48,12,0.000240,430,3.00,false
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-03,gpt-4o-mini,openai-us,true,43,1,0.000007,468,5.00,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-04,mistral-large,mistral-eu,true,47,183,0.001192,1288,5.00,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-05,selfhosted-eu-llama,onprem-fr,false,26,80,0.000005,700,3.96,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-06,gpt-4.1-nano,openai-us,true,79,256,0.000110,1324,4.00,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-07,gpt-4o,openai-us,true,47,6,0.000178,415,5.00,false
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-08,gpt-4o-mini,openai-us,true,29,2,0.000006,569,5.00,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-09,mistral-large,mistral-eu,true,47,2,0.000106,361,5.00,true
8,B2-round-robin,W4-Analytical-Agent,analytics,agent,w4-10,selfhosted-eu-llama,onprem-fr,false,33,80,0.000006,700,3.96,true
